Name;Straße;PLZ;Ort;Land;Betriebsstandort;Region;Telefon;E-Mail;Quelle
Heidebodenweingut Munzenrieder;Wallerner Straße 2;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 2175 2284;;ÖWM-Betriebssuche
Heiden Franz;Brunnkreutweg 9;7512;Badersdorf;AT;Burgenland;Südburgenland;+43 3366 76518;franz.heiden@aon.at;ÖWM-Betriebssuche
Heider Hans;Frauenkirchnerstrasse 11;7141;Podersdorf am See;AT;Burgenland;Neusiedlersee;+43 699 14502323;info@hans-haider.at;ÖWM-Betriebssuche
Heiling;Neusiedlerstraße 16;7141;Podersdorf am See;AT;Burgenland;Neusiedlersee;+43 699 10700623;office@weingut-heiling.at;ÖWM-Betriebssuche
Heindl;Heiligenbrunn 28;7522;Strem;AT;Burgenland;Südburgenland;+43 3324 224;;ÖWM-Betriebssuche
Heinrich Gernot und Heike;Baumgarten 60;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 3176;weingut@heinrich.at;ÖWM-Betriebssuche
Heinrich Silvia;Karrnergasse 59;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 2613 89615;office@weingut-heinrich.at;ÖWM-Betriebssuche
Heiss (Untere Hauptstrasse);Untere Hauptstrasse 12;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 676 5254700;weingut@fr-heiss.at;ÖWM-Betriebssuche
Heiss (Obere Hauptstrasse);Obere Hauptstrasse 20;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 3345;office@arkadenweingut-heiss.at;ÖWM-Betriebssuche
Helmut Katharina Gangl;Apetlonerstraße 27A;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 664 4542521;office@ganglwines.at;ÖWM-Betriebssuche
Herbig;Weinberggasse 14;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 2685 223;;ÖWM-Betriebssuche
Herditsch;Burgstallgasse 12;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 63569;;ÖWM-Betriebssuche
Herwig;Neubaugasse 30;7061;Trausdorf an der Wulka;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Hess Christoph;Hauptplatz 35;7100;Neusiedl am See;AT;Burgenland;Neusiedlersee;+43 699 10616848;c.hess@christophhess.at;ÖWM-Betriebssuche
Heurigenschenke Preiner;Quergasse 12;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 2175 2850;;ÖWM-Betriebssuche
Hillinger;Untere Hauptstrasse 20;7093;Jois;AT;Burgenland;Leithaberg;+43 2160 8327;;ÖWM-Betriebssuche
Leo Hillinger;Hill 1;7093;Jois;AT;Burgenland;Leithaberg;+43 2160 8317;office@leo-hillinger.com;ÖWM-Betriebssuche
Hipfl;Seestrasse 11;7141;Podersdorf am See;AT;Burgenland;Neusiedlersee;+43 2177 2429;;ÖWM-Betriebssuche
Hitzinger;Neubaugasse 13;7121;Weiden am See;AT;Burgenland;Neusiedlersee;+43 2167 7166;;ÖWM-Betriebssuche
Hofbauer;Kirchengasse 17;7091;Breitenbrunn;AT;Burgenland;Leithaberg;+43 2683 5285;hofbauer.weingut@aon.at;ÖWM-Betriebssuche
Hoffmann (Stiftsgasse);Stiftsgasse 41;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 2173 80787;;ÖWM-Betriebssuche
Hoffmann (Wiener Straße);Wiener Straße 2;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 699 18013090;hoffmann.weingut@gmail.com;ÖWM-Betriebssuche
Hoffmann (Feldgasse);Feldgasse 5;7092;Winden am See;AT;Burgenland;Leithaberg;+43 2160 8584;;ÖWM-Betriebssuche
Hoffmann (Untere Hauptstraße);Untere Hauptstraße 9;7093;Jois;AT;Burgenland;Leithaberg;+43 2160 8345;info@wein-hoffmann.at;ÖWM-Betriebssuche
Hoffmann Markus;Raiffeisenstrasse 21;7092;Winden am See;AT;Burgenland;Leithaberg;+43 676 3929651;weinbau.hoffmann@gmx.at;ÖWM-Betriebssuche
Hoffmann Stefan;Sandhöhe 27;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 2173 80555;stefan@weingut-hoffmann.at;ÖWM-Betriebssuche
Hofstädter;Arbeitergasse 25;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 2613 89459;info@weingut-hofstaedter.eu;ÖWM-Betriebssuche
Holler;Hauptstrasse 90;7063;Oggau am Neusiedler See;AT;Burgenland;Leithaberg;+43 2685 7208;;ÖWM-Betriebssuche
Holzhammer;Apetlonerstrasse 43;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2396;walter@holzhammer.at;ÖWM-Betriebssuche
Horvath (Untere Hauptstrasse);Untere Hauptstrasse 165;7122;Gols;AT;Burgenland;Neusiedlersee;+43 676 9236652;info@weingut-horvath.at;ÖWM-Betriebssuche
Horvath (Hannersdorf);Hannersdorf 212;7473;Hannersdorf;AT;Burgenland;Südburgenland;+43 3364 2958;;ÖWM-Betriebssuche
Jürgen Horvath;Kreuzgasse 3;7471;Rechnitz;AT;Burgenland;Südburgenland;+43 664 4653479;weinbau.horvath@gmx.at;ÖWM-Betriebssuche
Huditsch;Heidegasse 30;7062;St.Margarethen i.Burgenland;AT;Burgenland;Leithaberg;+43 2680 3131;;ÖWM-Betriebssuche
Hufnagel;Herrengasse 44;7311;Neckenmarkt;AT;Burgenland;Mittelburgenland;+43 2610 42301;info@weingut-hufnagel.at;ÖWM-Betriebssuche
Humer;Antonigasse 21;7091;Breitenbrunn;AT;Burgenland;Leithaberg;+43 2683 30054;wein@weinguthumer.at;ÖWM-Betriebssuche
Hundsdorfer;Lange Zeile 10;7311;Neckenmarkt;AT;Burgenland;Mittelburgenland;+43 2610 42034;info@hundsdorfer.at;ÖWM-Betriebssuche
Hupfer;Marktstrasse 2;7152;Pamhagen;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Husaren Weingut Burgenland;Kellerberg 1;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 62912;office@husarenweingut.at;ÖWM-Betriebssuche
Husz;Haniflgasse 1;7161;Sankt Andrä am Zicksee;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Höllisch;Eisenstädterstraße 14;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 2683 5543;;ÖWM-Betriebssuche
Hölzl;Hauptpl.17;7093;Jois;AT;Burgenland;Leithaberg;+43 2160 8253;;ÖWM-Betriebssuche
Höpler;Heideweg 1;7091;Breitenbrunn;AT;Burgenland;Leithaberg;+43 2683 239070;office@hoepler.at;ÖWM-Betriebssuche
Hötsch;Quergasse 10;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 2173 80056;m.hoetsch@gmx.at;ÖWM-Betriebssuche
Hübner;Brunnengasse 32;7000;Eisenstadt;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
IBY Rotweingut;Am Blaufränkischweg 3;7312;Horitschon;AT;Burgenland;Mittelburgenland;+43 2610 42292;weingut@iby.at;ÖWM-Betriebssuche
Iby-Lehrner;Hauptstrasse 34;7312;Horitschon;AT;Burgenland;Mittelburgenland;+43 2610 42113;info@iby-lehrner.at;ÖWM-Betriebssuche
Igler (Girmerstraße);Girmerstraße 23;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 650 5409128;info@rotweingut-igler.at;ÖWM-Betriebssuche
Igler (Hauptstrasse);Hauptstrasse 59-61;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 2613 80213;info@igler-weingut.at;ÖWM-Betriebssuche
Igler Hans;Schaflerhof 1;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 2613 80365;info@hans-igler.com;ÖWM-Betriebssuche
Iro Markus;Neubaugasse 55;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2139;wein@markusiro.at;ÖWM-Betriebssuche
Ivanschitz;Gartengasse 17;7011;Siegendorf;AT;Burgenland;Leithaberg;+43 2687 8183;;ÖWM-Betriebssuche
Jagdhof Fleischhacker;Obere Hauptstrasse 31;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 23390;weingut@jagdhof-fleischhacker.at;ÖWM-Betriebssuche
Jagdkeller St. Hubertus;Deutsch Bieling 50;7522;Strem;AT;Burgenland;Südburgenland;+43 3324 6250;;ÖWM-Betriebssuche
Jagini;Kirchengasse 3;7051;Großhöflein;AT;Burgenland;Leithaberg;+43 664 4003231;office@moric.at;ÖWM-Betriebssuche
Jagschitz;Hauptstrasse 25;7064;Oslip;AT;Burgenland;Leithaberg;+43 2684 2104;;ÖWM-Betriebssuche
Jahn;Schmalkräfling 7;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 2683 5085;;ÖWM-Betriebssuche
Jaidl;Quellengasse 41;7081;Schützen am Gebirge;AT;Burgenland;Leithaberg;+43 2684 2170;;ÖWM-Betriebssuche
Jaksch;Kirchengasse 3;7092;Winden am See;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Jalits;Untere Dorfstrasse 16;7512;Badersdorf;AT;Burgenland;Südburgenland;+43 664 3303827;office@jalits.at;ÖWM-Betriebssuche
Jandresivits;Heiligenbrunn 1;7522;Strem;AT;Burgenland;Südburgenland;;;ÖWM-Betriebssuche
Janisch (Kirchengasse);Kirchengasse 5;7091;Breitenbrunn;AT;Burgenland;Leithaberg;+43 2684 2452;;ÖWM-Betriebssuche
Janisch (Bruckergasse);Bruckergasse 25;7091;Breitenbrunn;AT;Burgenland;Leithaberg;+43 2683 2116;;ÖWM-Betriebssuche
Janisch (Eisenstädter Strasse);Eisenstädter Strasse 4;7091;Breitenbrunn;AT;Burgenland;Leithaberg;+43 2683 2015;roman.janisch@bnet.at;ÖWM-Betriebssuche
JbN;Postgasse 20;7202;Bad Sauerbrunn;AT;Burgenland;Rosalia;+43 664 5380690;office@weingut-jbn.com;ÖWM-Betriebssuche
Jelosics;St. Kathrein 8;7474;Hannersdorf;AT;Burgenland;Südburgenland;+43 3365 2395;;ÖWM-Betriebssuche
Jelosits;Obere Hauptstrasse 47;7512;Kohfidisch;AT;Burgenland;Südburgenland;+43 3366 76615;;ÖWM-Betriebssuche
Jobst;Kirchengasse 14;7091;Breitenbrunn;AT;Burgenland;Leithaberg;+43 2683 57072;;ÖWM-Betriebssuche
Johannes Gabriel;Hauptstrasse 25;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 2685 236;office@weingut-gabriel.at;ÖWM-Betriebssuche
Joiseph;Jungenbergweg 1A;7093;Jois;AT;Burgenland;Leithaberg;+43 676 9383801;richard@joiseph.at;ÖWM-Betriebssuche
Joiser Renommee;Bahnstraße 28;7093;Jois;AT;Burgenland;Leithaberg;+43 664 5511780;hst@hannessteurer.at;ÖWM-Betriebssuche
Juris;Marktgasse 12-18;7122;Gols;AT;Burgenland;Neusiedlersee;+43 2173 2748;office@juris.at;ÖWM-Betriebssuche
Juros Michael;Mittergasse 6;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 676 4413263;info@weingut-juros.at;ÖWM-Betriebssuche
Just Gerhard;Weinberggasse 16;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 664 1811181;office@justrust.at;ÖWM-Betriebssuche
Jürgen Zechmeister;Hauptstr. 57;7000;Kleinhöflein im Burgenland;AT;Burgenland;Leithaberg;+43 664 4635594;info@weinbauzechmeister.at;ÖWM-Betriebssuche
KARO gut am see;Seestraße 42;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 650 2901304;info@gutkaro.at;ÖWM-Betriebssuche
K+K Kirnbauer;Rotweinweg 1;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 2613 89722;sales@phantom.at;ÖWM-Betriebssuche
Kacsits;Postgasse 4;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 2613 80247;;ÖWM-Betriebssuche
Heideboden - Martin Kaintz;Zeile 73;7132;Frauenkirchen;AT;Burgenland;Neusiedlersee;+43 699 11390078;office@bioweingut-heideboden.at;ÖWM-Betriebssuche
Winzerschlössl Kaiser;Satzriedgasse 1;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 67100;wein@winzerschloessl.at;ÖWM-Betriebssuche
Kaisergarten Wein GmbH;Kreuzjoch 1;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 2173 80866;hk@kaisergarten.at;ÖWM-Betriebssuche
Kalch;Nr.36;7473;Burg;AT;Burgenland;Südburgenland;;;ÖWM-Betriebssuche
Kaltenecker;Brückelgasse 9;7471;Rechnitz;AT;Burgenland;Südburgenland;+43 3363 73962;;ÖWM-Betriebssuche
Kaltzin;Neusatzstr. 32;7053;Hornstein;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Kamper;Nr.43;7503;Großpetersdorf;AT;Burgenland;Südburgenland;;;ÖWM-Betriebssuche
Kanitz;Steinamangerstrasse 80;7471;Rechnitz;AT;Burgenland;Südburgenland;+43 3363 7152;;ÖWM-Betriebssuche
Kappler;Frauenkirchner Strasse 48;7141;Podersdorf am See;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Karassowitsch (Krautgartenweg);Krautgartenweg 40;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 2685 447;;ÖWM-Betriebssuche
Karassowitsch (Weinberggasse);Weinberggasse 17;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 2685 252;;ÖWM-Betriebssuche
Karin Fleck;Schulgasse 18;7062;St.Margarethen i.Burgenland;AT;Burgenland;Leithaberg;+43 2680 3195;info@fleck-wein.at;ÖWM-Betriebssuche
Karner (Seestrasse 65);Seestrasse 65;7141;Podersdorf am See;AT;Burgenland;Neusiedlersee;+43 2177 2102;;ÖWM-Betriebssuche
Karner (Badstrasse);Badstrasse 18;7082;Donnerskirchen;AT;Burgenland;Leithaberg;+43 2683 8300;info@weingut-karner.at;ÖWM-Betriebssuche
Karner (Seestrasse 72);Seestrasse 72;7141;Podersdorf am See;AT;Burgenland;Neusiedlersee;+43 2177 2572;;ÖWM-Betriebssuche
Karnerhof Manfred Karner;Greinergasse 21;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 2685 6644;info@karnerhof-rust.at;ÖWM-Betriebssuche
Karpf;Florianisiedlung 9;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 2683 5979;;ÖWM-Betriebssuche
Kast;Obere Hauptstrasse 37-39;7100;Neusiedl am See;AT;Burgenland;Neusiedlersee;+43 2167 8616;info@weingut-kast.at;ÖWM-Betriebssuche
Kast Stefan;Eisenstädter Straße 51;7100;Neusiedl am See;AT;Burgenland;Neusiedlersee;+43 699 12100010;wein@familiekast.at;ÖWM-Betriebssuche
Katrin Lautner;Eisenstädterstrasse 53;7350;Oberpullendorf;AT;Burgenland;Mittelburgenland;+43 677 63465712;hello@katrinlautner.com;ÖWM-Betriebssuche
Katter;Kohlgraben 8;7062;St.Margarethen i.Burgenland;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Kellerschenke Kainz;Wallerner Strasse 53;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 2175 24464;;ÖWM-Betriebssuche
Keltenhof-Handel OEG, Fam. Wimmer;Wienerstrasse 30;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 64638;;ÖWM-Betriebssuche
Keppitsch;Untere Hauptstrasse 19;7100;Neusiedl am See;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Keringer;Wienerstrasse 22;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 2173 80380;weingut@keringer.at;ÖWM-Betriebssuche
Kern;Neuegasse 11;7471;Rechnitz;AT;Burgenland;Südburgenland;+43 3363 77052;mail@weinbau-kern.at;ÖWM-Betriebssuche
Kerschbaum;Hauptstrasse 111;7312;Horitschon;AT;Burgenland;Mittelburgenland;+43 2610 42392;weingut@kerschbaum.at;ÖWM-Betriebssuche
Kerschbaum Maria, by David K.;Dreifaltigskeitsgasse 30;7322;Lackenbach;AT;Burgenland;Mittelburgenland;+43 2619 8505;maria@weingut-kerschbaum.at;ÖWM-Betriebssuche
Kerstinger;Gartengasse 12;7311;Neckenmarkt;AT;Burgenland;Mittelburgenland;+43 2610 43570;wein@kerstinger.at;ÖWM-Betriebssuche
Kertelits;Am Platzl 6;7000;Eisenstadt;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Kicker;Haydngasse 1;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 2685 6130;;ÖWM-Betriebssuche
Kiefler;Fellnergasse 45;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 2683 2112;;ÖWM-Betriebssuche
Kieslinghof;Hauptgasse 24;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 2683 5444;kieslinghof@purbach.at;ÖWM-Betriebssuche
Kirchberghof KG Rittschi's Buschenschank;Eisenstädterstraße 6;7093;Jois;AT;Burgenland;Leithaberg;+43 2160 8366;kirchberghof@aon.at;ÖWM-Betriebssuche
Kirchknopf (Lindengasse);Lindengasse 1;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 2685 6835;;ÖWM-Betriebssuche
Kirchknopf (Johann-Kodatsch Straße);Johann-Kodatsch Straße 15;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 62837;office@weingut-kirchknopf.at;ÖWM-Betriebssuche
Kirchmayer;Friedhofgasse 1;7141;Podersdorf am See;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Kirchseeweingut Gangl;Ufergasse 2a;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2849;;ÖWM-Betriebssuche
Kirnbauer;Neubaugasse 12;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 2613 80682;office@kirnbauer-weine.at;ÖWM-Betriebssuche
Kirnbauer Christian;Sonnenweg;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 650 4415329;info@weingut-kirnbauer.at;ÖWM-Betriebssuche
Kirnerhof;Kleinhöfleiner Hauptstrasse 40;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 67886;kirnerhof@gmail.com;ÖWM-Betriebssuche
Kirschner;Quergasse 47;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 650 9117744;office@kirschner.at;ÖWM-Betriebssuche
Kiss (Untere Hauptstraße);Untere Hauptstraße 69;7093;Jois;AT;Burgenland;Leithaberg;+43 664 3910225;office@weingut-kiss.eu;ÖWM-Betriebssuche
Kiss (Bundesstrasse);Bundesstrasse 39;7093;Jois;AT;Burgenland;Leithaberg;+43 699 17043220;office@weingut-kiss.at;ÖWM-Betriebssuche
Kiss (Josef-Haydn-Gasse);Josef-Haydn-Gasse 1;7093;Jois;AT;Burgenland;Leithaberg;+43 2160 8256;kiss@winzerhof-kiss.at;ÖWM-Betriebssuche
Kiss Harald;Erzherzog Friedrich Strasse 32;7131;Halbturn;AT;Burgenland;Neusiedlersee;+43 699 12674845;office@weingutkiss.at;ÖWM-Betriebssuche
Klampfer;Kleinhöfleiner Hauptstrasse 84;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 75731;office@biohof-klampfer.at;ÖWM-Betriebssuche
Kleber;Bergstraße 13;7571;Rudersdorf;AT;Burgenland;Südburgenland;+43 664 5310020;;ÖWM-Betriebssuche
Kleidosty;Andauer Strasse 9;7162;Tadten;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Klein (Untere Hauptstrasse);Untere Hauptstrasse 37;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 24282;klein.illmitz@hotmail.com;ÖWM-Betriebssuche
Klein (Kirchengasse);Kirchengasse 18;7152;Pamhagen;AT;Burgenland;Neusiedlersee;+43 2175 3161;;ÖWM-Betriebssuche
Klein Jacqueline;Baumhöhäcker 10;7163;Andau;AT;Burgenland;Neusiedlersee;+43 664 75124505;info@klein-wein.at;ÖWM-Betriebssuche
Kleinhöfleinerhof Fam. Ackerl;Kleinhöfleiner Hauptstrasse 41;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 61451;info@kleinhoefleinerhof.at;ÖWM-Betriebssuche
Kleinl (Eisenstädter Strasse);Eisenstädter Strasse 59;7081;Schützen am Gebirge;AT;Burgenland;Leithaberg;+43 2684 2258;;ÖWM-Betriebssuche
Kleinl (Hauptstrasse);Hauptstrasse 139;7081;Schützen am Gebirge;AT;Burgenland;Leithaberg;+43 2684 2249;info@kleinl.at;ÖWM-Betriebssuche
Kleinl Claudia;Waldgasse 10;7081;Schützen am Gebirge;AT;Burgenland;Leithaberg;+43 2684 2269;;ÖWM-Betriebssuche
Klemenschitz;Hauptstrasse 32;7011;Siegendorf;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Klinger;Wasserzeile 3;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 2175 2375;;ÖWM-Betriebssuche
Kloster am Spitz;Waldsiedlung 2b;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 676 9608875;weingut@klosteramspitz.at;ÖWM-Betriebssuche
Klosterkeller Siegendorf;Rathausplatz 12;7011;Siegendorf;AT;Burgenland;Leithaberg;+43 2687 48948;office@klosterkeller-siegendorf.at;ÖWM-Betriebssuche
Klosterkeller der Barmherzigen Brüder;Esterhazystrasse 26;7000;Eisenstadt;AT;Burgenland;Leithaberg;+43 2682 6011675;verkauf@klosterkeller.at;ÖWM-Betriebssuche
Klua Hoada;Feldgasse 22;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 3439;pension@weinguthaider.com;ÖWM-Betriebssuche
Knoll;Neusiedler Straße 19;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 2683 5550;;ÖWM-Betriebssuche
Kobelrausch;Hauptstrasse 70a;7361;Lutzmannsburg;AT;Burgenland;Mittelburgenland;+43 2615 87437;;ÖWM-Betriebssuche
Koch Reinhard & Dietlinde;Mitterbergweg;7471;Rechnitz;AT;Burgenland;Südburgenland;+43 664 4215308;office@koch-weine.at;ÖWM-Betriebssuche
Koglmann;Bachstraße 28;7543;Kukmirn;AT;Burgenland;Südburgenland;+43 3328 32392;weinhof.koglmann@gmx.at;ÖWM-Betriebssuche
Kolby;Bahngasse 35;7123;Mönchhof;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Kolfok;Lange Zeile 28;7311;Neckenmarkt;AT;Burgenland;Mittelburgenland;+43 664 4648479;kolfok@kolfok.com;ÖWM-Betriebssuche
Koller;Baumschulgasse 2b;7123;Mönchhof;AT;Burgenland;Neusiedlersee;+43 2173 80317;info@weingutkoller.at;ÖWM-Betriebssuche
Kollwentz;Hauptstraße 120;7051;Großhöflein;AT;Burgenland;Leithaberg;+43 2682 651580;kollwentz@kollwentz.at;ÖWM-Betriebssuche
Kolp;Hauptstrasse 95;7051;Großhöflein;AT;Burgenland;Leithaberg;+43 2682 62348;;ÖWM-Betriebssuche
Kopfensteiner;Untere Hauptstrasse 31;7474;Deutsch Schützen-Eisenberg;AT;Burgenland;Südburgenland;+43 3365 2236;weingut@kopfensteiner.at;ÖWM-Betriebssuche
Koppi;Wallernerstrasse 45;7143;Apetlon;AT;Burgenland;Neusiedlersee;;;ÖWM-Betriebssuche
Koppitsch;Oberer Satzweg 55;7100;Neusiedl am See;AT;Burgenland;Neusiedlersee;+43 2167 2636;wein@wein-koppitsch.at;ÖWM-Betriebssuche
Alex & Maria Koppitsch;Weinbergstrasse 22;7100;Neusiedl am See;AT;Burgenland;Neusiedlersee;+43 650 8611322;hello@koppitsch.wine;ÖWM-Betriebssuche
Kornfeld (Hauptstrasse);Hauptstrasse 35;7092;Winden am See;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Kornfeld (Neusiedlerstrasse);Neusiedlerstrasse 3;7092;Winden am See;AT;Burgenland;Leithaberg;+43 2160 8298;;ÖWM-Betriebssuche
Kotzenmacher;Hauptstrasse 20;7152;Pamhagen;AT;Burgenland;Neusiedlersee;+43 2174 2280;hofatoni@gmx.at;ÖWM-Betriebssuche
Kovacs;Elisabethgasse 41;7301;Deutschkreutz;AT;Burgenland;Mittelburgenland;+43 2613 89793;info@weinbau-kovacs.at;ÖWM-Betriebssuche
Kracher;Apetlonerstrasse 37;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 3377;office@kracher.at;ÖWM-Betriebssuche
Sabine & Sepp Kracher;Wasserzeile 55-57;7143;Apetlon;AT;Burgenland;Neusiedlersee;+43 664 2532289;weingut@seppkracher.at;ÖWM-Betriebssuche
Sohm & Kracher GmbH;Apetlonerstraße 37;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 3377;office@kracher.at;ÖWM-Betriebssuche
Kraft;Conradplatz 11;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 664 9208012;info@kraftausrust.at;ÖWM-Betriebssuche
Kral Steffanus;Conradplatz 5;7071;Rust;AT;Burgenland;Ruster Ausbruch;+43 2685 23933;pavol@kral-steffanus.eu;ÖWM-Betriebssuche
Kranixfeld Fam. Fischl;Steinergasse 3;7072;Mörbisch am See;AT;Burgenland;Leithaberg;+43 2685 8348;kranixfeld-fischl@aon.at;ÖWM-Betriebssuche
Kraxner;Florianigasse 41;7521;Bildein;AT;Burgenland;Südburgenland;+43 3323 2934;kraxner.weine@aon.at;ÖWM-Betriebssuche
Kreiler;Kirchengasse 53;7083;Purbach am Neusiedler See;AT;Burgenland;Leithaberg;+43 650 2866433;weingut@kreiler.at;ÖWM-Betriebssuche
Krikler;Markt 24;7121;Weiden am See;AT;Burgenland;Neusiedlersee;+43 2167 7217;weingut.krikler@aon.at;ÖWM-Betriebssuche
Krikler Helga und Herbert;Neubaugasse 40;7121;Weiden am See;AT;Burgenland;Neusiedlersee;+43 2167 7945;weingut.helgakrikler@bnet.at;ÖWM-Betriebssuche
Krisanits;Gartengasse 32;7011;Siegendorf;AT;Burgenland;Leithaberg;;;ÖWM-Betriebssuche
Krizan;Hauptstrasse 14;7051;Großhöflein;AT;Burgenland;Leithaberg;+43 2682 3230;;ÖWM-Betriebssuche
Kroiss (Quergasse);Quergasse 13;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2395;wein@kroiss-weingut.at;ÖWM-Betriebssuche
Kroiss (Angergasse);Angergasse 20;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 3102;;ÖWM-Betriebssuche
Kroiss (Apetlonerstrasse);Apetlonerstrasse 25;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2333;kroiss13@gmail.com;ÖWM-Betriebssuche
Kroiss (Ufergasse);Ufergasse 14;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 3538;kroiss@interwein.at;ÖWM-Betriebssuche
Kroiss (Obere Hauptstrasse);Obere Hauptstrasse 28;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2234;weingut.kroiss@aon.at;ÖWM-Betriebssuche
Kroiss Andi;Untere Hauptstrasse 32;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 660 5764904;weingut.kroiss@bnet.at;ÖWM-Betriebssuche
Kroiss Roland;Untere Hauptstraße 32;7142;Illmitz;AT;Burgenland;Neusiedlersee;+43 2175 2137;kroiss.wien-illmitz@gmx.at;ÖWM-Betriebssuche
Kroyer (Hauptstrasse 14);Hauptstrasse 14;7092;Winden am See;AT;Burgenland;Leithaberg;+43 2160 8276;;ÖWM-Betriebssuche
Kroyer (Brucker Gasse);Brucker Gasse 8;7093;Jois;AT;Burgenland;Leithaberg;+43 2160 265;;ÖWM-Betriebssuche
Kroyer (Johannesstrasse);Johannesstrasse 37;7082;Donnerskirchen;AT;Burgenland;Leithaberg;+43 2683 8525;;ÖWM-Betriebssuche
