Name;Straße;PLZ;Ort;Land;Betriebsstandort;Region;Telefon;E-Mail;Quelle
Loy;Kurzgasse 1;2244;Spannberg;AT;Niederösterreich;Weinviertel;+43 2538 85615;;ÖWM-Betriebssuche
Luckner (80);80;2162;Falkenstein;AT;Niederösterreich;Weinviertel;+43 2554 85539;info@weinhof-luckner.at;ÖWM-Betriebssuche
Luckner (Falkenstein 21);Falkenstein 21;2162;Falkenstein;AT;Niederösterreich;Weinviertel;+43 664 73518687;i.luckner@gmx.at;ÖWM-Betriebssuche
Ludwig Mayer an der Au;Altweidling 1;3494;Gedersdorf;AT;Niederösterreich;Kremstal;+43 664 2142844;ludwig.mayer@anderau.at;ÖWM-Betriebssuche
Ludwig Neumayer;Dorfstraße 37;3131;Inzersdorf-Getzersdorf;AT;Niederösterreich;Traisental;+43 664 2563010;neumayer@weinvomstein.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Luegmayer;Wienerstrasse 4;2352;Gumpoldskirchen;AT;Niederösterreich;Thermenregion;+43 2252 62120;;ÖWM-Betriebssuche
Luger;Hauptstrasse 129;2214;Auersthal;AT;Niederösterreich;Weinviertel;+43 676 9041569;;ÖWM-Betriebssuche
Lugschitz;Gemeindestraße 24;2405;Hundsheim;AT;Niederösterreich;Carnuntum;+43 699 10795548;helmut.lugschitz@aon.at;ÖWM-Betriebssuche
Lukas Markowitsch;Kiragstettn 1;2464;Göttlesbrunn-Arbesthal;AT;Niederösterreich;Carnuntum;+43 2162 8226;weingut@lukas-markowitsch.com;ÖWM-Betriebssuche
Lust-Sauberer;Schalladorf 15;2022;Wullersdorf;AT;Niederösterreich;Weinviertel;+43 2953 2224;josef.lust@aon.at;ÖWM-Betriebssuche
Lustig;Rohrendorf 60;3741;Pulkau;AT;Niederösterreich;Weinviertel;+43 664 1620800;office@weingut-lustig.at;ÖWM-Betriebssuche
Lustweine;Kellergasse 1;2054;Alberndorf im Pulkautal;AT;Niederösterreich;Weinviertel;+43 664 73852521;trink@lustweine.at;ÖWM-Betriebssuche
Lutzer;Auggenthal 3;2054;Haugsdorf;AT;Niederösterreich;Weinviertel;+43 669 12862696;weingut.lutzer@aon.at;ÖWM-Betriebssuche
Löffler;Maustrenk 198;2225;Zistersdorf;AT;Niederösterreich;Weinviertel;+43 2532 82923;;ÖWM-Betriebssuche
Löscher;Lange Zeile 50;2070;Retz;AT;Niederösterreich;Weinviertel;+43 2942 28344;office@weingut-loescher.at;ÖWM-Betriebssuche
M. Fleischmann;Kleinreinprechtsdorf 3;3730;Eggenburg;AT;Niederösterreich;Weinviertel;+43 2984 4250;office@mfwein.at;ÖWM-Betriebssuche
M. Mayer;Kremserstrasse 19;3465;Königsbrunn am Wagram;AT;Niederösterreich;Wagram;+43 676 88234442;weingut@m-mayer.at;ÖWM-Betriebssuche
Machalek;Pernersdorf 179;2052;Pernersdorf;AT;Niederösterreich;Weinviertel;+43 2944 81812;office@machalek.at;ÖWM-Betriebssuche
Macher;Mariazeller Gasse 26;2344;Maria Enzersdorf;AT;Niederösterreich;Thermenregion;+43 2236 24180;;ÖWM-Betriebssuche
Machherndl (Hauptstrasse);Hauptstrasse 1;3610;Wösendorf in der Wachau;AT;Niederösterreich;Wachau;+43 2715 2282;office@machherndl.com;ÖWM-Betriebssuche
Machherndl (Oberarnsdorf);Oberarnsdorf 76;3621;Rossatz-Arnsdorf;AT;Niederösterreich;Wachau;+43 676 3997898;office@winzerhof-machherndl.at;ÖWM-Betriebssuche
Machhörndl;Gärtnerweg 4;3620;Spitz;AT;Niederösterreich;Wachau;+43 2713 2400;;ÖWM-Betriebssuche
Mader (Schlossstrasse);Schlossstrasse 96;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 664 1625751;maderweine@a1.net;ÖWM-Betriebssuche
Mader (Wachaustraße);Wachaustraße 5;3124;Oberwölbling;AT;Niederösterreich;Traisental;+43 2786 2234;;ÖWM-Betriebssuche
Madl Christian;Hauptstr. 57;2172;Schrattenberg;AT;Niederösterreich;Weinviertel;+43 664 4225142;office@madlsekt.at;ÖWM-Betriebssuche
Magerl;Wienerstrasse 58;3481;Fels am Wagram;AT;Niederösterreich;Wagram;+43 2738 8713;office@magerl.cc;ÖWM-Betriebssuche
Maglock Helmut;Placherkellergasse 392;3491;Straß im Straßertale;AT;Niederösterreich;Kamptal;+43 2735 3146;info@maglock.at;ÖWM-Betriebssuche
Maglock-Nagel;Talstrasse 116;3491;Straß im Straßertale;AT;Niederösterreich;Kamptal;+43 2735 2648;info@maglock-nagel.at;ÖWM-Betriebssuche
Mahl;Kirchengasse 18;3441;Freundorf;AT;Niederösterreich;Wagram;+43 2274 7660;heinz-mahl@aon.at;ÖWM-Betriebssuche
Mahr Magareta;Wildendürnbach 268;2164;Wildendürnbach;AT;Niederösterreich;Weinviertel;+43 2523 8761;alex.mahr@aon.at;ÖWM-Betriebssuche
Mahrer;Unterparschenbrunn 43;2011;Sierndorf;AT;Niederösterreich;Weinviertel;+43 2267 2910;;ÖWM-Betriebssuche
Maier (Dorfstraße);Dorfstraße 17;3506;Angern;AT;Niederösterreich;Kremstal;+43 676 4737132;office@weinhof-maier.at;ÖWM-Betriebssuche
Maier (Mistelbacherstrasse);Mistelbacherstrasse 50;2193;Wilfersdorf;AT;Niederösterreich;Weinviertel;+43 2573 2269;jo.maier@aon.at;ÖWM-Betriebssuche
Maier (Pellingen);Pellingen 28;3500;Imbach;AT;Niederösterreich;Kremstal;+43 2732 71663;office@weinbaumaier.at;ÖWM-Betriebssuche
Mairinger;Schlossgasse 6;2521;Trumau;AT;Niederösterreich;Thermenregion;+43 2253 7585;;ÖWM-Betriebssuche
Malat;Hafnerstraße 12;3511;Palt;AT;Niederösterreich;Kremstal;+43 2732 82934;weingut@malat.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Mallin;Hauptstrasse 168;2123;Wolfpassing a.d.Hochleithen;AT;Niederösterreich;Weinviertel;+43 2245 89182;margitmallin@aon.at;ÖWM-Betriebssuche
Malteser Ritterorden;Mailberg 199;2024;Mailberg;AT;Niederösterreich;Weinviertel;+43 2732 85541;office@lenzmoser.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Mammutkeller;Hauptstraße 54;2263;Waidendorf;AT;Niederösterreich;Weinviertel;+43 2538 85324;monisch@gmx.at;ÖWM-Betriebssuche
Mandl (Hauptstraße);Hauptstraße 28;2074;Unterretzbach;AT;Niederösterreich;Weinviertel;+43 2942 2572;bioweinbau.mandl@aon.at;ÖWM-Betriebssuche
Mandl (Kremser Strasse);Kremser Strasse 63;3133;Traismauer;AT;Niederösterreich;Traisental;+43 2783 7165;;ÖWM-Betriebssuche
Manfred Steinschaden;Obere Strasse 32;3553;Langenlois;AT;Niederösterreich;Kamptal;+43 2734 8224;info@weingut-steinschaden.at;ÖWM-Betriebssuche
Manfred und Veronika Gleixner;Radlbrunn 94;3710;Ziersdorf;AT;Niederösterreich;Weinviertel;+43 676 82425439;braeutigamkeller@aon.at;ÖWM-Betriebssuche
Manghof;Bachstrasse 86;3610;Weißenkirchen in der Wachau;AT;Niederösterreich;Wachau;+43 2715 2339;;ÖWM-Betriebssuche
Manhart;Weidenweg 22;3730;Eggenburg;AT;Niederösterreich;Weinviertel;+43 664 5214773;weinbau.manhart@gmx.at;ÖWM-Betriebssuche
Manhart Dieter u. Herta;Auf der Heide 3;3730;Eggenburg;AT;Niederösterreich;Weinviertel;;;ÖWM-Betriebssuche
Mann-Bauer;Alte Weinstraße 13;3465;Unterstockstall;AT;Niederösterreich;Wagram;+43 664 1568558;office@mb-weine.at;ÖWM-Betriebssuche
Manschein Personengemeinschaft;Roggendorf 38;3730;Meiseldorf;AT;Niederösterreich;Weinviertel;+43 664 73809147;gerald.manschein@aon.at;ÖWM-Betriebssuche
Mantler (Hauptstrasse 21);Hauptstrasse 21;3711;Großmeiseldorf;AT;Niederösterreich;Weinviertel;+43 664 2823628;office@weinbau-mantler.at;ÖWM-Betriebssuche
Mantler (Hauptstrasse 25);Hauptstrasse 25;3471;Großriedenthal;AT;Niederösterreich;Wagram;+43 2279 7288;info@mantlerweine.at;ÖWM-Betriebssuche
Mantler (Oberrussbacherstrasse);Oberrussbacherstrasse 63;3702;Niederrußbach;AT;Niederösterreich;Weinviertel;+43 664 5748482;office@winzerhof-mantler.at;ÖWM-Betriebssuche
Mantler (Pfaffstetten);Pfaffstetten 19;3720;Ravelsbach;AT;Niederösterreich;Weinviertel;+43 680 2425194;b.mantler@gmail.com;ÖWM-Betriebssuche
Mantler KG;Weinbergstraße 5;3711;Ebersbrunn;AT;Niederösterreich;Weinviertel;+43 680 2000948;info@familie-mantler.at;ÖWM-Betriebssuche
Mantler Leopold;Ottenthal 7;3470;Ottenthal;AT;Niederösterreich;Wagram;+43 676 5545242;leopold.mantler@gmx.at;ÖWM-Betriebssuche
Mantler31;Hauptstraße 31;3471;Großriedenthal;AT;Niederösterreich;Wagram;+43 660 8177475;office@mantler31.at;ÖWM-Betriebssuche
Mantlerhof;Brunn im Felde 50;3494;Gedersdorf;AT;Niederösterreich;Kremstal;+43 2735 8248;weingut@mantlerhof.com;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Manuel Wernhart;Reinberggasse 20;2203;Großebersdorf;AT;Niederösterreich;Weinviertel;+43 664 4165433;duez@gmx.at;ÖWM-Betriebssuche
Maranda;Hauptstrasse 52;2454;Sarasdorf;AT;Niederösterreich;Carnuntum;+43 2169 2236;;ÖWM-Betriebssuche
Marchart;Alter Markt 8;2225;Zistersdorf;AT;Niederösterreich;Weinviertel;+43 2532 2702;;ÖWM-Betriebssuche
Marchsteiner;Wetterkreuzgasse 4;3134;Nußdorf ob der Traisen;AT;Niederösterreich;Traisental;+43 2783 6368;;ÖWM-Betriebssuche
Marek;Neufang 17;3483;Feuersbrunn;AT;Niederösterreich;Wagram;+43 2738 3424;weinhofmarek@aon.at;ÖWM-Betriebssuche
Margaretenhof;Hauptstraße 23;3704;Großwetzdorf;AT;Niederösterreich;Weinviertel;+43 2956 2403;;ÖWM-Betriebssuche
Marhold;Nr. 66;3714;Roseldorf;AT;Niederösterreich;Weinviertel;+43 664 4269640;weinbau-marhold@gmx.at;ÖWM-Betriebssuche
Maria Ettenauer;Zeiselberg 8;3550;Langenlois;AT;Niederösterreich;Kamptal;;e.ettenauer@aon.at;ÖWM-Betriebssuche
Maria Goldinger;Im Dorf 2;2020;Kleinstetteldorf;AT;Niederösterreich;Weinviertel;+43 676 5352567;weingut.goldinger@gmx.at;ÖWM-Betriebssuche
Mariazellerhof - Fam. Scheibenreif;Mariazellergasse 7;2544;Leobersdorf;AT;Niederösterreich;Thermenregion;+43 2256 63145;;ÖWM-Betriebssuche
Marihart;Rafing 40;3741;Pulkau;AT;Niederösterreich;Weinviertel;+43 2946 2462;jmarihart@gmx.at;ÖWM-Betriebssuche
Maringer;Ebersbrunn 76;3711;Großmeiseldorf;AT;Niederösterreich;Weinviertel;+43 2957 202;;ÖWM-Betriebssuche
Maringer Johannes;Ottenthal 28;3470;Kirchberg am Wagram;AT;Niederösterreich;Wagram;+43 664 4963035;office@weingut-maringer.at;ÖWM-Betriebssuche
Mario Schlemmer;Oberfladnitz 13;2081;Oberfladnitz;AT;Niederösterreich;Weinviertel;+43 664 5862581;sonja_oberla@gmx.net;ÖWM-Betriebssuche
Marisch Rudolf;Bügelgasse 13;2171;Herrnbaumgarten;AT;Niederösterreich;Weinviertel;+43 2555 2202;edeltraud.marisch@gmail.com;ÖWM-Betriebssuche
Marko;Kirchengasse 14;2221;Groß-Schweinbarth;AT;Niederösterreich;Weinviertel;+43 699 12802633;weinbau.marko@gmx.at;ÖWM-Betriebssuche
Markowitsch Gerhard;Pfarrgasse 6;2464;Göttlesbrunn-Arbesthal;AT;Niederösterreich;Carnuntum;+43 2162 8222;weingut@markowitsch.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Markowitsch Meinrad;Am Graben 18;2464;Göttlesbrunn;AT;Niederösterreich;Carnuntum;+43 664 4343921;meinrad@markowitsch.com;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Markus Lager;Kirchenstrasse 33;2464;Göttlesbrunn;AT;Niederösterreich;Carnuntum;+43 664 3965985;markus@markuslager.at;ÖWM-Betriebssuche
Markus Wieser GmbH;Hauptstrasse 13;3610;Wösendorf in der Wachau;AT;Niederösterreich;Wachau;+43 2715 2544;info@wieser-wachau.at;ÖWM-Betriebssuche
Marschler Fam.;Marktplatz 34;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 699 12782627;weinbau.marschler@gmx.at;ÖWM-Betriebssuche
Martin Böhacker;Diendorf am Kamp;3492;Diendorf am Kamp;AT;Niederösterreich;Kamptal;+43 676 846424245;martin.boehacker@mbit.at;ÖWM-Betriebssuche
Martin Rosenberger;Unterwölbling 38;3124;Oberwölbling;AT;Niederösterreich;Traisental;+43 676 3745696;wein@martin-rosenberger.at;ÖWM-Betriebssuche
Martinshof;Hauptstrasse 28;2183;Neusiedl an der Zaya;AT;Niederösterreich;Weinviertel;+43 664 3567360;weingut@martinshof.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Marzek Etiketten & Packaging GmbH;;2514;Traiskirchen;AT;Niederösterreich;Thermenregion;;;ÖWM-Betriebssuche
Mattes (Dürnleis);Dürnleis 13;2033;Nappersdorf-Kammersdorf;AT;Niederösterreich;Weinviertel;+43 660 4701791;julia@weinbaumattes.at;ÖWM-Betriebssuche
Mattes (Großstelzendorf);Großstelzendorf 24;2013;Göllersdorf;AT;Niederösterreich;Weinviertel;+43 676 5269435;fammattes@aon.at;ÖWM-Betriebssuche
Mattes (Hauptstrasse);Hauptstrasse 22;3741;Pulkau;AT;Niederösterreich;Weinviertel;;biowinzerei@speed.at;ÖWM-Betriebssuche
Mattes (Peigarten);Peigarten 69-70;2053;Pernersdorf;AT;Niederösterreich;Weinviertel;+43 2944 81148;mattes-wein@aon.at;ÖWM-Betriebssuche
Matthias Pöchlinger;Nr. 43;3621;Mitterarnsdorf;AT;Niederösterreich;Wachau;+43 2714 8255;matthias@poechlinger-wachau.at;ÖWM-Betriebssuche
Matzka Karl;Hauptstraße 34;2102;Hagenbrunn;AT;Niederösterreich;Weinviertel;+43 664 5926303;sonja-karl.matzka@hotmail.de;ÖWM-Betriebssuche
Mauerbachhof Hasenöhrl;Prof.-Josef- Wolfgang-Ziegler-G. 19;2352;Gumpoldskirchen;AT;Niederösterreich;Thermenregion;+43 2252 62541;;ÖWM-Betriebssuche
Maurer (Hauptstrasse);Hauptstrasse 82;2454;Trautmannsdorf a.d. Leitha;AT;Niederösterreich;Carnuntum;+43 2169 2225;;ÖWM-Betriebssuche
Maurer (Postgasse);Postgasse 35;3435;Zwentendorf an der Donau;AT;Niederösterreich;Wagram;+43 2277 2426;;ÖWM-Betriebssuche
Maurer (Unterdürnbach);Unterdürnbach 74;3721;Unterdürnbach;AT;Niederösterreich;Weinviertel;+43 2958 88323;fritz.maurer@gmx.at;ÖWM-Betriebssuche
Maurer Konrad;Wartberg 38;3730;Eggenburg;AT;Niederösterreich;Weinviertel;+43 2984 3769;maurer.konrad@aon.at;ÖWM-Betriebssuche
Maurer Leo;Winzerstrasse 19;3743;Röschitz;AT;Niederösterreich;Weinviertel;+43 676 3583807;info@maurerwein.at;ÖWM-Betriebssuche
Mauser (Bodenzeile);Bodenzeile 17;2221;Groß-Schweinbarth;AT;Niederösterreich;Weinviertel;+43 699 12539390;office@weingutmauser.at;ÖWM-Betriebssuche
Mauser (Hauptstrasse);Hauptstrasse 41;2120;Obersdorf;AT;Niederösterreich;Weinviertel;+43 699 11725496;weingut@mauser.at;ÖWM-Betriebssuche
Mauss (Am Anger);Am Anger 34;3492;Etsdorf am Kamp;AT;Niederösterreich;Kamptal;+43 2735 2438;office@mauss-wein.at;ÖWM-Betriebssuche
Mauss (Am Spitz);Am Spitz 12 Mauss;3485;Sittendorf;AT;Niederösterreich;Kamptal;+43 2735 2498;weingut@mauss.at;ÖWM-Betriebssuche
Mauss (Hauptstrasse);Hauptstrasse 8;3492;Walkersdorf am Kamp;AT;Niederösterreich;Kamptal;+43 2735 5035;gerhard.mauss@aon.at;ÖWM-Betriebssuche
Mayer (Brunnergasse);Brunnergasse 38;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;+43 664 2703048;info@weinbau-mayer.at;ÖWM-Betriebssuche
Mayer (Gut am Steg);Gut am Steg 11;3620;Spitz;AT;Niederösterreich;Wachau;+43 664 3902379;office@mayerwein.at;ÖWM-Betriebssuche
Mayer (Nr.);Nr. 31;2084;Fronsburg;AT;Niederösterreich;Weinviertel;+43 2948 8380;mayer@manhartsberger-winzer.at;ÖWM-Betriebssuche
Mayer (Obersulz);Obersulz 15;2224;Obersulz;AT;Niederösterreich;Weinviertel;+43 2534 269;felix-mayer@aon.at;ÖWM-Betriebssuche
Mayer (Pillersdorf);Pillersdorf 20;2073;Zellerndorf;AT;Niederösterreich;Weinviertel;+43 650 8608213;office@weinbaumayer.at;ÖWM-Betriebssuche
Mayer (Schloßstraße);Schloßstraße 12;2551;Enzesfeld-Lindabrunn;AT;Niederösterreich;Thermenregion;+43 664 5768007;info@weingut-mayer.at;ÖWM-Betriebssuche
Mayer (Weichselgasse);Weichselgasse 24;2500;Baden;AT;Niederösterreich;Thermenregion;+43 2252 879611;office@baerenschwanzel.at;ÖWM-Betriebssuche
Mayer (Wienerstraße);Wienerstraße 10;2222;Kollnbrunn;AT;Niederösterreich;Weinviertel;+43 664 4225150;andreas.mayer.1@gmx.at;ÖWM-Betriebssuche
Mayer Fam.;Zaunergasse 3;3133;Traismauer;AT;Niederösterreich;Traisental;+43 2276 21217;biohof-mayer@aon.at;ÖWM-Betriebssuche
Mayer Franz;Hauptstraße 40;2120;Obersdorf;AT;Niederösterreich;Weinviertel;+43 2245 3404;moahof@yahoo.at;ÖWM-Betriebssuche
Mayer Resch - Der Winzer am Rebentor;Steiner Kellergasse 40;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 82636;mayer_resch@gmx.at;ÖWM-Betriebssuche
Mayer-Hörmann;Kirchengasse 17;3492;Engabrunn;AT;Niederösterreich;Kamptal;+43 664 1017056;mh@veltliner.at;ÖWM-Betriebssuche
Mayerhofer (Hauptstraße);Hauptstraße 127;2214;Auersthal;AT;Niederösterreich;Weinviertel;+43 2288 2385;;ÖWM-Betriebssuche
Mayerhofer (Holzweg);Holzweg 18;3430;Tulbing;AT;Niederösterreich;Wagram;+43 680 3128880;anita.schauer@aon.at;ÖWM-Betriebssuche
Mayerhofer (Wagramerstraße);Wagramerstraße 12;3133;Traismauer;AT;Niederösterreich;Traisental;+43 2783 6440;a.mayerhofer@gmx.net;ÖWM-Betriebssuche
Mayersistas;Nondorf 5;3594;Franzen;AT;Niederösterreich;;+43 664 2477356;mayersistas@gmail.com;ÖWM-Betriebssuche
Mayr (Hauptstrasse);Hauptstrasse 8;3420;Kritzendorf;AT;Niederösterreich;Wagram;+43 2243 82047;;ÖWM-Betriebssuche
Mayr (Josef Jamek Straße);Josef Jamek Straße 30;3610;Joching;AT;Niederösterreich;Wachau;+43 664 2213850;weingut@mayr-wachau.at;ÖWM-Betriebssuche
Mayr (Minichhofen);Minichhofen 12;3720;Minichhofen;AT;Niederösterreich;Weinviertel;+43 676 6205487;office@weingut-mayr.at;ÖWM-Betriebssuche
Mayr Ferdinand;Falkenberg 10;3541;Senftenberg;AT;Niederösterreich;Kremstal;+43 732 221983;office@ferdinand-mayr.at;ÖWM-Betriebssuche
Mayr Winzerhof;Oberthern 36;3701;Heldenberg;AT;Niederösterreich;;+43 680 1158841;office@winzerhof-mayr.at;ÖWM-Betriebssuche
Mazza;Auf der Burg 124;3610;Weißenkirchen in der Wachau;AT;Niederösterreich;Wachau;+43 2715 2300;weingut@mazza.at;ÖWM-Betriebssuche
Mechtler;Hauptstraße 85;2123;Wolfpassing a.d.Hochleithen;AT;Niederösterreich;Weinviertel;+43 2245 89143;adimechtler@aon.at;ÖWM-Betriebssuche
Mederitsch;Hauptstrasse 104;2213;Bockfließ;AT;Niederösterreich;Weinviertel;+43 2288 64364;paul.mederitsch@aon.at;ÖWM-Betriebssuche
Mehlstaub;Leopold-Hörbiger Str. 6;2544;Leobersdorf;AT;Niederösterreich;Thermenregion;+43 2256 63759;;ÖWM-Betriebssuche
Mehofer (Grossriedenthal);Grossriedenthal 82;3471;Großriedenthal;AT;Niederösterreich;Wagram;+43 2279 7236;heinrich.mehofer@gmx.at;ÖWM-Betriebssuche
Mehofer (Hauptstraße);Hauptstraße 121;3471;Großriedenthal;AT;Niederösterreich;Wagram;;josef.mehofer81@gmx.at;ÖWM-Betriebssuche
Mehofer (Ottenthal);Ottenthal 18;3470;Kirchberg am Wagram;AT;Niederösterreich;Wagram;+43 2279 2346;;ÖWM-Betriebssuche
Mehofer - Neudeggerhof;Neudegg 14;3471;Neudegg;AT;Niederösterreich;Wagram;+43 2279 7247;neudeggerhof@mehofer.at;ÖWM-Betriebssuche
Mehofer Victoria;Braunsdorf 21;3714;Braunsdorf;AT;Niederösterreich;Weinviertel;+43 676 9015083;mehofer.franz@outlook.de;ÖWM-Betriebssuche
Mehwald;Garmanns 5;2126;Ladendorf;AT;Niederösterreich;Weinviertel;+43 2575 20010;gerhard.mehwald@aon.at;ÖWM-Betriebssuche
Meierhof Raggendorf;Scheunengasse 26;2230;Gänserndorf;AT;Niederösterreich;Weinviertel;+43 699 11452053;office@wein-meierhof.at;ÖWM-Betriebssuche
Meisl;Zwettler Strasse 89;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 2734 2159;weingut.meisl@aon.at;ÖWM-Betriebssuche
Meißner;Reichergasse 27;3400;Weidling;AT;Niederösterreich;Wagram;+43 676 4422347;office@bottleart.at;ÖWM-Betriebssuche
Melwisch;Am Kirchanger 5;2353;Guntramsdorf;AT;Niederösterreich;Thermenregion;+43 2236 53454;melwisch@direkt.at;ÖWM-Betriebssuche
Messerer;Hauptstrasse 58;2212;Großengersdorf;AT;Niederösterreich;Weinviertel;+43 676 6404068;messererpetra@gmail.com;ÖWM-Betriebssuche
Messermayer;Schulgasse 41;2464;Göttlesbrunn-Arbesthal;AT;Niederösterreich;Carnuntum;+43 2162 8472;;ÖWM-Betriebssuche
Meyer;Straning 197;3722;Straning-Grafenberg;AT;Niederösterreich;Weinviertel;+43 2984 7282;office@winzerhof-meyer.at;ÖWM-Betriebssuche
Michael Bauer;Mitterstockstall 27;3470;Kirchberg am Wagram;AT;Niederösterreich;Wagram;+43 664 5314641;office@weingut-michaelbauer.at;ÖWM-Betriebssuche
Michael Gindl - MG vom SOL;Marktplatz 29;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 664 4136449;wein@mgsol.at;ÖWM-Betriebssuche
Michael Helm;Sommerseite 35;2225;Loidesthal;AT;Niederösterreich;Weinviertel;+43 681 84917581;helmmichael16@gmail.com;ÖWM-Betriebssuche
Michaela Riedmüller;Klosterplatz 4;2410;Hainburg a.d. Donau;AT;Niederösterreich;Carnuntum;+43 699 15016910;wein@michaelariedmueller.at;ÖWM-Betriebssuche
Michaela und Leopold Putz;Sommerzeile 24;2222;Kollnbrunn;AT;Niederösterreich;Weinviertel;+43 664 4027740;leo.putz@aon.at;ÖWM-Betriebssuche
Miestinger;Untere Ortsstraße 28;3134;Reichersdorf;AT;Niederösterreich;Traisental;+43 2783 8722;jmiestinger@yahoo.de;ÖWM-Betriebssuche
Mihalovics;Niedersulz 144;2224;Sulz im Weinviertel;AT;Niederösterreich;Weinviertel;+43 2534 755;weine@mihalovics.at;ÖWM-Betriebssuche
Millner;Alte Straße 4;3552;Stratzing;AT;Niederösterreich;Kremstal;+43 2719 8378;;ÖWM-Betriebssuche
Minkowitsch RM Roland;Kirchengasse 64b;2261;Mannersdorf an der March;AT;Niederösterreich;Weinviertel;+43 650 5900062;weingut@roland-minkowitsch.at;ÖWM-Betriebssuche
Mittelbach Franz;Untere Hauptstrasse 6;3495;Rohrendorf bei Krems;AT;Niederösterreich;Kremstal;+43 2732 84401;office@weine-mittelbach.at;ÖWM-Betriebssuche
Mittelbach Gottfried;Neuweidlinger Strasse 18;3495;Rohrendorf bei Krems;AT;Niederösterreich;Kremstal;+43 2732 84351;office@weingut-mittelbach.at;ÖWM-Betriebssuche
Mitterhauser;Puch 20;2014;Puch;AT;Niederösterreich;Weinviertel;+43 650 8652244;office@weingut-mitterhauser.at;ÖWM-Betriebssuche
Mittermayer;Winzerstraße 3;2223;Martinsdorf;AT;Niederösterreich;Weinviertel;+43 650 2487858;office@winzerhof-mittermayer.at;ÖWM-Betriebssuche
Mitternast;Pernersdorf 40;2052;Pernersdorf;AT;Niederösterreich;Weinviertel;+43 2944 81105;office@mitternast.com;ÖWM-Betriebssuche
Mittis Vino;Zeiselberger Kellergasse 38;3550;Gobelsburg;AT;Niederösterreich;Kamptal;+43 664 3465051;sigi.mittendorfer@gmx.at;ÖWM-Betriebssuche
Mock;Fürstenstraße 35;2170;Ketzelsdorf;AT;Niederösterreich;Weinviertel;+43 2552 2239;erhard.mock@icloud.com;ÖWM-Betriebssuche
Mohrenberger;Beatrixgasse 16;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;+43 1 8695903;;ÖWM-Betriebssuche
Mokesch;Feldgasse 20;2054;Haugsdorf;AT;Niederösterreich;Weinviertel;+43 2944 2228;mokesch.weinundbett@aon.at;ÖWM-Betriebssuche
Mold;St. Pöltner Strasse 15;3512;Mautern an der Donau;AT;Niederösterreich;Wachau;+43 2732 87550;office@weingut-mold.at;ÖWM-Betriebssuche
Mold Ing. Johannes;Kiblitz 18;3710;Ziersdorf;AT;Niederösterreich;Weinviertel;+43 2956 2334;johannes.mold@aon.at;ÖWM-Betriebssuche
Moser Hermann;Bahnstraße 36;3495;Rohrendorf bei Krems;AT;Niederösterreich;Kremstal;+43 676 4232024;office@moser-hermann.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Mrozowski Christian;Parkstraße 30 Mrozowski Christian;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 664 3577700;wein@mrozowski.at;ÖWM-Betriebssuche
Much;Straning 113;3722;Straning-Grafenberg;AT;Niederösterreich;Weinviertel;+43 2984 7279;winzerhof@much.at;ÖWM-Betriebssuche
Much Alfred;Straning 18;3722;Straning-Grafenberg;AT;Niederösterreich;Weinviertel;+43 2984 7304;winzerhof-alfred.much@aon.at;ÖWM-Betriebssuche
Muhr;Alte Bundesstraße 1;2463;Stixneusiedl;AT;Niederösterreich;Carnuntum;+43 2169 2615;muhrweine@gmx.at;ÖWM-Betriebssuche
Muhr a.muhr Andreas;Hauptsrtaße 7 Muhr a.muhr Andreas;2463;Stixneusiedl;AT;Niederösterreich;Carnuntum;+43 699 11463502;office@amuhr.at;ÖWM-Betriebssuche
Musser;Unterau 3;3141;Kapelln;AT;Niederösterreich;Traisental;+43 2784 2295;;ÖWM-Betriebssuche
Muthenthaler;Schwallenbach 50;3620;Spitz;AT;Niederösterreich;Wachau;+43 676 5016526;stefan@muthenthaler-wachau.at;ÖWM-Betriebssuche
Muthenthaler Martin;Bachstraße 11;3622;Mühldorf;AT;Niederösterreich;Wachau;+43 676 6041768;buero@weingut-muthenthaler.at;ÖWM-Betriebssuche
Mörtinger;Nr. 20;3601;Oberloiben;AT;Niederösterreich;Wachau;;wachau@winzerhof-moertinger.at;ÖWM-Betriebssuche
Mörwald GmbH;Winzerweg 26;3483;Grafenwörth;AT;Niederösterreich;Wagram;+43 2738 8549;office@weinbau-moerwald.com;ÖWM-Betriebssuche
